ad_id,variant,campaign_name,audience_type,product_type,impressions,clicks,spend_idr,sessions,add_to_cart,total_revenue,total_transactions,CTR,CPC,ROAS,conversion_rate
AD_0335,Static_Catalog,Retargeting Campaign,warm,Serum,9555,139,361570.0,122,23,645000.0,3,0.014547357404500262,2601.223021582734,1.7838869375224715,0.02158273381294964
AD_0336,Video_Review,Retargeting Campaign,warm,Sunscreen,8588,258,229936.0,222,43,0.0,0,0.030041918956683743,891.2248062015503,0.0,0.0
AD_0337,Video_Review,Awareness Campaign,cold,Sunscreen,17576,497,138333.0,420,72,1591000.0,7,0.02827719617660446,278.3360160965795,11.501232533090441,0.014084507042253521
AD_0338,Static_Catalog,Retargeting Campaign,warm,Cleanser,13555,136,114743.0,112,15,0.0,0,0.010033198081888602,843.6985294117648,0.0,0.0
AD_0339,Video_Review,Awareness Campaign,cold,Sunscreen,18894,375,246721.0,305,44,0.0,0,0.01984757065735154,657.9226666666667,0.0,0.0
AD_0340,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,10086,98,347644.0,78,7,781000.0,3,0.009716438627800913,3547.387755102041,2.2465510694848754,0.030612244897959183
AD_0341,Video_Review,Retargeting Campaign,warm,Moisturizer,13056,295,180811.0,257,25,0.0,0,0.022594975490196078,612.9186440677967,0.0,0.0
AD_0342,Video_Review,Flash Sale Campaign,cold,Moisturizer,12793,284,213550.0,253,28,0.0,0,0.022199640428359257,751.9366197183099,0.0,0.0
AD_0343,Static_Catalog,Retargeting Campaign,warm,Cleanser,15662,187,424512.0,166,29,3437000.0,10,0.011939726727110203,2270.1176470588234,8.096355344489673,0.053475935828877004
AD_0344,Video_Review,Flash Sale Campaign,cold,Serum,7234,198,321035.0,160,24,0.0,0,0.02737074923970141,1621.388888888889,0.0,0.0
AD_0345,Video_Review,Awareness Campaign,cold,Serum,10842,294,487881.0,238,29,801000.0,2,0.027116768123962368,1659.4591836734694,1.64179379807781,0.006802721088435374
AD_0346,Static_Catalog,Flash Sale Campaign,cold,Cleanser,8519,84,307440.0,73,3,325000.0,1,0.009860312243221035,3660.0,1.0571168358053604,0.011904761904761904
AD_0347,Video_Review,Flash Sale Campaign,cold,Moisturizer,9424,287,218581.0,254,20,523000.0,2,0.03045415959252971,761.6062717770035,2.3927056789016428,0.006968641114982578
AD_0348,Video_Review,Awareness Campaign,cold,Sunscreen,8751,275,409521.0,240,47,980000.0,3,0.031424980002285455,1489.1672727272728,2.3930396731791532,0.01090909090909091
AD_0349,Static_Catalog,Awareness Campaign,cold,Cleanser,15547,140,2379577.0,117,6,282000.0,1,0.009004952723998198,16996.97857142857,0.11850845759561468,0.007142857142857143
AD_0350,Static_Catalog,Retargeting Campaign,warm,Serum,9100,121,390316.0,101,10,0.0,0,0.013296703296703297,3225.7520661157023,0.0,0.0
AD_0351,Static_Catalog,Retargeting Campaign,warm,Moisturizer,15578,176,331440.0,156,14,2283000.0,8,0.011297984336885352,1883.1818181818182,6.888124547429399,0.045454545454545456
AD_0352,Video_Review,Awareness Campaign,cold,Sunscreen,17469,505,464662.0,443,73,779000.0,3,0.028908351937718242,920.1227722772277,1.6764874252682596,0.005940594059405941
AD_0353,Video_Review,Retargeting Campaign,warm,Cleanser,9222,273,486721.0,223,25,0.0,0,0.02960312296681848,1782.8608058608058,0.0,0.0
AD_0354,Video_Review,Awareness Campaign,cold,Moisturizer,9803,265,499371.0,212,20,469000.0,1,0.027032541058859532,1884.4188679245283,0.939181490314816,0.0037735849056603774
AD_0355,Static_Catalog,Awareness Campaign,cold,Sunscreen,9207,136,389750.0,119,14,1365000.0,6,0.014771369610079287,2865.8088235294117,3.5022450288646567,0.04411764705882353
AD_0356,Static_Catalog,Retargeting Campaign,warm,Sunscreen,15680,237,187265.0,201,32,0.0,0,0.015114795918367348,790.1476793248945,0.0,0.0
AD_0357,Static_Catalog,Flash Sale Campaign,cold,Cleanser,15584,157,436851.0,134,26,0.0,0,0.010074435318275154,2782.4904458598726,0.0,0.0
AD_0358,Video_Review,Retargeting Campaign,warm,Moisturizer,18462,362,213688.0,317,43,1082000.0,4,0.0196078431372549,590.2983425414365,5.063457002732957,0.011049723756906077
AD_0359,Video_Review,Flash Sale Campaign,cold,Moisturizer,14006,386,174218.0,340,65,431000.0,2,0.027559617306868484,451.3419689119171,2.473911995316213,0.0051813471502590676
AD_0360,Static_Catalog,Retargeting Campaign,warm,Cleanser,15350,207,398225.0,179,33,1283000.0,4,0.013485342019543973,1923.792270531401,3.2217967229581266,0.01932367149758454
AD_0362,Static_Catalog,Retargeting Campaign,warm,Moisturizer,11589,135,393577.0,110,13,1371000.0,6,0.011648977478643541,2915.385185185185,3.4834352617149884,0.044444444444444446
AD_0363,Static_Catalog,Flash Sale Campaign,cold,Serum,7492,65,193344.0,52,10,0.0,0,0.008675920982381206,2974.523076923077,0.0,0.0
AD_0364,Video_Review,Retargeting Campaign,warm,Sunscreen,18944,387,159234.0,328,36,842000.0,2,0.020428631756756757,411.4573643410853,5.287815416305563,0.00516795865633075
AD_0365,Static_Catalog,Flash Sale Campaign,cold,Serum,14186,137,485893.0,118,23,1422000.0,6,0.009657408712815452,3546.6642335766423,2.926570253121572,0.043795620437956206
AD_0366,Video_Review,Flash Sale Campaign,cold,Moisturizer,19906,466,168431.0,418,68,0.0,0,0.023410027127499247,361.4399141630901,0.0,0.0
AD_0367,Static_Catalog,Awareness Campaign,cold,Serum,13976,163,464115.0,139,23,1932000.0,8,0.011662850601030337,2847.3312883435583,4.162761384570635,0.049079754601226995
AD_0368,Video_Review,Retargeting Campaign,warm,Cleanser,15155,475,267849.0,418,23,1488000.0,5,0.03134279115803365,563.8926315789473,5.55536888321405,0.010526315789473684
AD_0369,Static_Catalog,Retargeting Campaign,warm,Cleanser,14135,128,443194.0,102,12,0.0,0,0.00905553590378493,3462.453125,0.0,0.0
AD_0370,Static_Catalog,Awareness Campaign,cold,Moisturizer,14927,231,155841.0,207,11,2040000.0,6,0.015475313190862197,674.6363636363636,13.090265077867826,0.025974025974025976
AD_0371,Video_Review,Awareness Campaign,cold,Sunscreen,5628,101,468226.0,90,12,0.0,0,0.017945984363894812,4635.9009900990095,0.0,0.0
AD_0372,Static_Catalog,Retargeting Campaign,warm,Moisturizer,17195,215,428785.0,186,16,1564000.0,6,0.012503634777551615,1994.3488372093022,3.6475156546987417,0.027906976744186046
AD_0373,Video_Review,Retargeting Campaign,warm,Serum,19602,407,343588.0,327,24,650000.0,2,0.020763187429854096,844.1965601965602,1.8918006449584968,0.004914004914004914
AD_0374,Video_Review,Retargeting Campaign,warm,Cleanser,14423,346,146002.0,291,28,586000.0,4,0.02398946127712681,421.97109826589593,4.0136436487171405,0.011560693641618497
AD_0375,Video_Review,Flash Sale Campaign,cold,Sunscreen,17230,546,369956.0,459,76,687000.0,3,0.031688914683691234,677.5750915750916,1.8569775865238027,0.005494505494505495
AD_0376,Video_Review,Retargeting Campaign,warm,Cleanser,11316,241,273423.0,200,35,392000.0,2,0.021297278190173206,1134.5352697095436,1.433676025791539,0.008298755186721992
AD_0377,Video_Review,Retargeting Campaign,warm,Moisturizer,19258,483,453646.0,425,74,437000.0,2,0.025080486031779002,939.2256728778468,0.9633061902893446,0.004140786749482402
AD_0378,Static_Catalog,Awareness Campaign,cold,Cleanser,10075,95,222808.0,80,4,558000.0,2,0.009429280397022333,2345.3473684210526,2.504398405802305,0.021052631578947368
AD_0379,Video_Review,Flash Sale Campaign,cold,Moisturizer,12997,331,365976.0,266,27,630000.0,3,0.02546741555743633,1105.6676737160121,1.7214243556954554,0.00906344410876133
AD_0380,Static_Catalog,Awareness Campaign,cold,Serum,18580,214,288799.0,171,27,975000.0,5,0.011517761033369215,1349.5280373831777,3.376050471088889,0.02336448598130841
AD_0381,Video_Review,Retargeting Campaign,warm,Sunscreen,11028,262,419793.0,233,40,242000.0,1,0.023757707653246283,1602.2633587786258,0.5764745958126981,0.003816793893129771
AD_0382,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,10450,162,226479.0,141,15,0.0,0,0.015502392344497608,1398.0185185185185,0.0,0.0
AD_0383,Video_Review,Awareness Campaign,cold,Cleanser,17014,490,278207.0,400,66,610000.0,3,0.028799811919595627,567.769387755102,2.192611975974724,0.006122448979591836
AD_0384,Video_Review,Awareness Campaign,cold,Moisturizer,9832,260,319571.0,224,15,0.0,0,0.02644426362896664,1229.1192307692309,0.0,0.0
AD_0385,Video_Review,Awareness Campaign,cold,Serum,9610,221,294387.0,186,13,0.0,0,0.02299687825182102,1332.0678733031675,0.0,0.0
AD_0386,Video_Review,Flash Sale Campaign,cold,Cleanser,7406,143,133276.0,126,11,0.0,0,0.019308668647042938,932.0,0.0,0.0
AD_0387,Video_Review,Flash Sale Campaign,cold,Moisturizer,11357,312,494754.0,253,41,0.0,0,0.027472043673505326,1585.75,0.0,0.0
AD_0388,Video_Review,Flash Sale Campaign,cold,Moisturizer,14106,348,447235.0,305,48,213000.0,1,0.02467035304125904,1285.1580459770114,0.47625968450590855,0.0028735632183908046
AD_0389,Video_Review,Retargeting Campaign,warm,Moisturizer,7535,222,388544.0,199,23,0.0,0,0.029462508294625083,1750.1981981981983,0.0,0.0
AD_0390,Video_Review,Flash Sale Campaign,cold,Moisturizer,7240,160,472047.0,141,10,294000.0,1,0.022099447513812154,2950.29375,0.6228193379049121,0.00625
AD_0391,Video_Review,Retargeting Campaign,warm,Sunscreen,6481,192,221950.0,159,14,287000.0,1,0.029625057861441137,1155.9895833333333,1.2930840279342195,0.005208333333333333
AD_0392,Video_Review,Retargeting Campaign,warm,Sunscreen,15566,405,386479.0,363,52,0.0,0,0.02601824489271489,954.2691358024691,0.0,0.0
AD_0393,Static_Catalog,Awareness Campaign,cold,Moisturizer,5139,66,381696.0,55,9,0.0,0,0.01284296555750146,5783.272727272727,0.0,0.0
AD_0394,Static_Catalog,Awareness Campaign,cold,Serum,7049,81,181938.0,70,4,0.0,0,0.011490991630018443,2246.1481481481483,0.0,0.0
AD_0395,Video_Review,Retargeting Campaign,warm,Sunscreen,10765,306,175277.0,268,44,293000.0,1,0.028425452856479332,572.8006535947712,1.6716397473713036,0.0032679738562091504
AD_0396,Static_Catalog,Awareness Campaign,cold,Cleanser,7761,116,125991.0,93,11,0.0,0,0.01494652750934158,1086.1293103448277,0.0,0.0
AD_0397,Static_Catalog,Awareness Campaign,cold,Serum,16533,205,472185.0,175,14,748000.0,2,0.012399443537168087,2303.3414634146343,1.5841248663129917,0.00975609756097561
AD_0398,Video_Review,Awareness Campaign,cold,Cleanser,13399,361,296375.0,312,60,0.0,0,0.026942309127546832,820.983379501385,0.0,0.0
AD_0399,Video_Review,Flash Sale Campaign,cold,Sunscreen,13163,289,211541.0,251,29,392000.0,4,0.02195548127326597,731.9757785467128,1.853068672266842,0.01384083044982699
AD_0400,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,6742,83,112360.0,72,10,0.0,0,0.012310886977158113,1353.7349397590363,0.0,0.0
AD_0401,Static_Catalog,Awareness Campaign,cold,Sunscreen,19700,190,102642.0,154,11,1686000.0,5,0.009644670050761422,540.2210526315789,16.42602443444204,0.02631578947368421
AD_0402,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,8271,104,485633.0,87,5,633000.0,2,0.012574053923346633,4669.548076923077,1.303453430882992,0.019230769230769232
AD_0403,Video_Review,Awareness Campaign,cold,Moisturizer,14304,346,364064.0,284,45,668000.0,2,0.02418903803131991,1052.208092485549,1.8348422255427617,0.005780346820809248
AD_0404,Static_Catalog,Retargeting Campaign,warm,Serum,10285,93,182289.0,81,8,0.0,0,0.00904229460379193,1960.0967741935483,0.0,0.0
AD_0405,Video_Review,Flash Sale Campaign,cold,Moisturizer,9426,267,190009.0,240,20,0.0,0,0.028325907065563337,711.6441947565543,0.0,0.0
AD_0406,Video_Review,Flash Sale Campaign,cold,Moisturizer,18943,517,143764.0,458,73,1503000.0,6,0.02729240352636858,278.073500967118,10.454633983472913,0.01160541586073501
AD_0407,Video_Review,Flash Sale Campaign,cold,Cleanser,9164,170,252353.0,137,16,0.0,0,0.018550851156700132,1484.429411764706,0.0,0.0
AD_0408,Static_Catalog,Flash Sale Campaign,cold,Serum,6629,101,429041.0,88,15,0.0,0,0.015236083873887463,4247.930693069307,0.0,0.0
AD_0409,Video_Review,Flash Sale Campaign,cold,Sunscreen,7869,225,110103.0,202,18,640000.0,2,0.0285932138772398,489.3466666666667,5.812738980772549,0.008888888888888889
AD_0410,Video_Review,Retargeting Campaign,warm,Serum,14786,378,334864.0,335,62,1120000.0,3,0.02556472338698769,885.8835978835979,3.3446414066606143,0.007936507936507936
AD_0411,Static_Catalog,Awareness Campaign,cold,Moisturizer,7817,101,497674.0,87,15,0.0,0,0.012920557758730971,4927.465346534654,0.0,0.0
AD_0412,Video_Review,Retargeting Campaign,warm,Cleanser,14697,439,206133.0,385,53,575000.0,2,0.029870041505069063,469.5512528473804,2.7894611731260883,0.004555808656036446
AD_0413,Static_Catalog,Awareness Campaign,cold,Cleanser,11970,142,393851.0,115,18,403000.0,2,0.011862990810359231,2773.5985915492956,1.0232295969795684,0.014084507042253521
AD_0414,Static_Catalog,Retargeting Campaign,warm,Serum,12103,146,200336.0,119,17,0.0,0,0.012063124845079732,1372.164383561644,0.0,0.0
AD_0415,Video_Review,Flash Sale Campaign,cold,Sunscreen,7802,230,228128.0,191,16,0.0,0,0.029479620610099976,991.8608695652174,0.0,0.0
AD_0416,Video_Review,Retargeting Campaign,warm,Sunscreen,17105,511,342998.0,419,71,910000.0,2,0.029874305758550133,671.2289628180039,2.6530766943247484,0.003913894324853229
AD_0417,Static_Catalog,Awareness Campaign,cold,Cleanser,9854,99,123408.0,80,8,0.0,0,0.010046681550639334,1246.5454545454545,0.0,0.0
AD_0418,Video_Review,Flash Sale Campaign,cold,Moisturizer,17869,525,176240.0,438,52,2622000.0,10,0.029380491353741114,335.6952380952381,14.877439854743532,0.01904761904761905
AD_0419,Video_Review,Retargeting Campaign,warm,Moisturizer,18502,510,332076.0,444,47,541000.0,2,0.027564587612150037,651.1294117647059,1.6291451354509208,0.00392156862745098
AD_0420,Video_Review,Flash Sale Campaign,cold,Moisturizer,11545,294,114955.0,250,18,679000.0,3,0.025465569510610655,391.0034013605442,5.906659127484668,0.01020408163265306
AD_0421,Video_Review,Awareness Campaign,cold,Serum,12081,371,252185.0,309,20,414000.0,2,0.03070937836271832,679.743935309973,1.6416519618534013,0.005390835579514825
AD_0422,Static_Catalog,Retargeting Campaign,warm,Moisturizer,7294,74,197406.0,60,4,717000.0,3,0.010145324924595559,2667.6486486486488,3.6321084465517766,0.04054054054054054
AD_0423,Video_Review,Flash Sale Campaign,cold,Moisturizer,8552,219,180201.0,184,29,666000.0,3,0.02560804490177736,822.8356164383562,3.6958729418815657,0.0136986301369863
AD_0424,Static_Catalog,Awareness Campaign,cold,Serum,9188,112,264044.0,97,12,584000.0,3,0.012189812799303439,2357.535714285714,2.211752586690097,0.026785714285714284
AD_0425,Video_Review,Awareness Campaign,cold,Moisturizer,13160,271,158692.0,237,35,0.0,0,0.020592705167173254,585.5793357933579,0.0,0.0
AD_0426,Video_Review,Retargeting Campaign,warm,Moisturizer,8645,254,427192.0,220,24,121000.0,1,0.029381145170618853,1681.8582677165355,0.2832450045881009,0.003937007874015748
AD_0427,Video_Review,Awareness Campaign,cold,Moisturizer,10893,308,151831.0,269,32,447000.0,3,0.02827503901588176,492.9577922077922,2.944062806673209,0.00974025974025974
AD_0428,Video_Review,Retargeting Campaign,warm,Cleanser,8816,224,373820.0,183,32,1418000.0,5,0.025408348457350273,1668.8392857142858,3.7932694879888715,0.022321428571428572
AD_0429,Video_Review,Awareness Campaign,cold,Sunscreen,11637,316,123185.0,281,22,717000.0,3,0.027154764973790498,389.8259493670886,5.820513861265576,0.00949367088607595
AD_0430,Static_Catalog,Retargeting Campaign,warm,Serum,8406,74,111064.0,66,7,819000.0,3,0.008803235783963836,1500.8648648648648,7.374126629690989,0.04054054054054054
AD_0431,Static_Catalog,Awareness Campaign,cold,Moisturizer,19508,242,179698.0,195,31,994000.0,3,0.01240516711092885,742.5537190082645,5.531502854789703,0.012396694214876033
AD_0432,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,13003,113,307440.0,98,5,463000.0,1,0.00869030223794509,2720.70796460177,1.505984907624252,0.008849557522123894
AD_0433,Static_Catalog,Flash Sale Campaign,cold,Serum,7670,108,275607.0,92,5,0.0,0,0.014080834419817471,2551.9166666666665,0.0,0.0
AD_0434,Static_Catalog,Awareness Campaign,cold,Serum,7854,104,439443.0,84,12,0.0,0,0.01324166030048383,4225.413461538462,0.0,0.0
AD_0435,Video_Review,Awareness Campaign,cold,Sunscreen,13411,313,208944.0,258,36,0.0,0,0.023339050033554545,667.5527156549521,0.0,0.0
AD_0436,Static_Catalog,Awareness Campaign,cold,Cleanser,12876,166,184811.0,140,22,0.0,0,0.012892202547374962,1113.3192771084337,0.0,0.0
AD_0437,Static_Catalog,Retargeting Campaign,warm,Cleanser,14404,143,298237.0,126,19,2157000.0,7,0.009927797833935019,2085.573426573427,7.232503009351623,0.04895104895104895
AD_0438,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,18441,205,330233.0,173,33,0.0,0,0.011116533810530882,1610.8926829268294,0.0,0.0
AD_0439,Static_Catalog,Awareness Campaign,cold,Cleanser,9290,140,193405.0,115,14,0.0,0,0.015069967707212056,1381.4642857142858,0.0,0.0
AD_0440,Static_Catalog,Awareness Campaign,cold,Serum,18142,186,345172.0,163,27,977000.0,5,0.010252452871789218,1855.763440860215,2.8304729236438644,0.026881720430107527
AD_0441,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,13483,149,391207.0,119,10,982000.0,3,0.011050953051991396,2625.55033557047,2.5101800325658794,0.020134228187919462
AD_0442,Video_Review,Retargeting Campaign,warm,Moisturizer,16732,450,478669.0,390,38,0.0,0,0.026894573272770738,1063.7088888888889,0.0,0.0
AD_0443,Static_Catalog,Retargeting Campaign,warm,Sunscreen,9172,131,297415.5,114,19,785000.0,2,0.014282599215002181,2270.3473282442746,2.6394051419646924,0.015267175572519083
AD_0444,Static_Catalog,Awareness Campaign,cold,Cleanser,14867,159,164286.0,139,21,664000.0,2,0.010694827470236094,1033.245283018868,4.041732101335476,0.012578616352201259
AD_0445,Video_Review,Flash Sale Campaign,cold,Moisturizer,18663,441,425488.0,395,72,791000.0,2,0.02362964153673043,964.8253968253969,1.8590418531192419,0.0045351473922902496
AD_0446,Static_Catalog,Awareness Campaign,cold,Sunscreen,7165,61,468753.0,53,5,0.0,0,0.00851360781577111,7684.475409836065,0.0,0.0
AD_0447,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,15706,202,329204.0,169,18,2479000.0,8,0.012861326881446582,1629.7227722772277,7.530285172719651,0.039603960396039604
AD_0448,Video_Review,Awareness Campaign,cold,Moisturizer,7572,176,294387.0,151,28,0.0,0,0.02324352879027998,1672.653409090909,0.0,0.0
AD_0449,Video_Review,Retargeting Campaign,warm,Serum,6338,155,384308.0,139,20,380000.0,1,0.024455664247396654,2479.4064516129033,0.9887902411607357,0.0064516129032258064
AD_0450,Static_Catalog,Awareness Campaign,cold,Serum,11383,132,119610.0,114,12,0.0,0,0.011596240007028025,906.1363636363636,0.0,0.0
AD_0451,Video_Review,Flash Sale Campaign,cold,Sunscreen,5570,155,440968.0,125,16,0.0,0,0.027827648114901255,2844.9548387096775,0.0,0.0
AD_0452,Video_Review,Awareness Campaign,cold,Cleanser,5615,157,161169.0,136,23,0.0,0,0.027960819234194124,1026.5541401273886,0.0,0.0
AD_0453,Static_Catalog,Retargeting Campaign,warm,Serum,12226,164,186795.0,138,21,827000.0,4,0.013414035661704564,1138.9939024390244,4.427313364918761,0.024390243902439025
AD_0454,Static_Catalog,Retargeting Campaign,warm,Sunscreen,11108,105,322128.0,86,16,0.0,0,0.009452646741087504,3067.885714285714,0.0,0.0
AD_0455,Static_Catalog,Retargeting Campaign,warm,Sunscreen,12175,108,451193.0,87,12,519000.0,1,0.008870636550308009,4177.712962962963,1.1502838031618399,0.009259259259259259
AD_0456,Static_Catalog,Flash Sale Campaign,cold,Cleanser,7975,116,421690.0,101,9,902000.0,2,0.014545454545454545,3635.2586206896553,2.1390120704783135,0.017241379310344827
AD_0457,Video_Review,Flash Sale Campaign,cold,Moisturizer,8257,230,152446.0,206,24,0.0,0,0.027855153203342618,662.8086956521739,0.0,0.0
AD_0458,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,12750,143,135903.0,127,12,714000.0,3,0.011215686274509805,950.3706293706293,5.253747157899384,0.02097902097902098
AD_0460,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,15775,182,306903.0,148,12,2047000.0,6,0.011537242472266245,1686.2802197802198,6.669859858000736,0.03296703296703297
AD_0461,Static_Catalog,Awareness Campaign,cold,Serum,18803,206,289052.0,171,33,0.0,0,0.010955698558740627,1403.1650485436894,0.0,0.0
AD_0462,Static_Catalog,Retargeting Campaign,warm,Serum,19453,284,297415.5,234,15,4476000.0,14,0.014599290597851231,1047.237676056338,15.049652758514604,0.04929577464788732
AD_0463,Video_Review,Flash Sale Campaign,cold,Sunscreen,6289,157,253837.0,130,6,0.0,0,0.0249642232469391,1616.7961783439491,0.0,0.0
AD_0464,Video_Review,Retargeting Campaign,warm,Sunscreen,16182,379,352084.0,319,37,292000.0,1,0.02342108515634656,928.9815303430079,0.8293475420638257,0.002638522427440633
AD_0465,Static_Catalog,Awareness Campaign,cold,Moisturizer,15080,220,240558.0,176,12,0.0,0,0.014588859416445624,1093.4454545454546,0.0,0.0
AD_0466,Static_Catalog,Awareness Campaign,cold,Moisturizer,18994,231,281068.0,201,24,912000.0,4,0.012161735284826787,1216.7445887445888,3.244766391051276,0.017316017316017316
AD_0467,Static_Catalog,Retargeting Campaign,warm,Sunscreen,11143,126,290246.0,106,17,249000.0,1,0.011307547339136678,2303.5396825396824,0.8578929597651648,0.007936507936507936
AD_0468,Video_Review,Retargeting Campaign,warm,Cleanser,6252,157,244972.0,134,16,694000.0,3,0.02511196417146513,1560.3312101910828,2.832976830005062,0.01910828025477707
AD_0469,Static_Catalog,Flash Sale Campaign,cold,Serum,18084,238,365406.0,203,15,2991000.0,10,0.013160805131608052,1535.3193277310925,8.185415674619465,0.04201680672268908
AD_0470,Static_Catalog,Retargeting Campaign,warm,Sunscreen,9785,145,2652109.0,129,25,0.0,0,0.01481859989780276,18290.406896551725,0.0,0.0
AD_0471,Static_Catalog,Retargeting Campaign,warm,Moisturizer,18145,200,434923.0,171,30,1426000.0,6,0.011022320198401764,2174.615,3.278741294436027,0.03
AD_0472,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,9820,144,251014.0,123,20,0.0,0,0.014663951120162933,1743.1527777777778,0.0,0.0
AD_0473,Static_Catalog,Awareness Campaign,cold,Sunscreen,9547,131,405077.0,108,14,0.0,0,0.013721587933382214,3092.1908396946565,0.0,0.0
AD_0474,Static_Catalog,Awareness Campaign,cold,Moisturizer,12850,111,439629.0,95,17,1281000.0,3,0.008638132295719844,3960.6216216216217,2.913820516844885,0.02702702702702703
AD_0475,Video_Review,Flash Sale Campaign,cold,Sunscreen,12592,353,182806.0,299,34,443000.0,2,0.02803367217280813,517.8640226628895,2.423334026235463,0.0056657223796034
AD_0476,Video_Review,Awareness Campaign,cold,Serum,8756,246,332204.0,213,35,414000.0,1,0.028095020557332116,1350.4227642276423,1.246222200816366,0.0040650406504065045
AD_0477,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,9761,136,409718.0,117,10,897000.0,3,0.013932998668169244,3012.6323529411766,2.189310696625484,0.022058823529411766
AD_0478,Video_Review,Awareness Campaign,cold,Cleanser,14259,254,375553.0,208,20,0.0,0,0.017813310891366858,1478.5551181102362,0.0,0.0
AD_0479,Static_Catalog,Awareness Campaign,cold,Moisturizer,16536,211,152265.0,177,28,0.0,0,0.01276003870343493,721.6350710900474,0.0,0.0
AD_0480,Video_Review,Flash Sale Campaign,cold,Sunscreen,15615,490,276469.0,395,20,0.0,0,0.0313800832532821,564.2224489795918,0.0,0.0
AD_0481,Static_Catalog,Flash Sale Campaign,cold,Serum,17378,182,324404.0,163,24,1670000.0,6,0.010473011854068362,1782.4395604395604,5.147901998742309,0.03296703296703297
AD_0482,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,6051,87,176918.0,74,9,0.0,0,0.014377788795240456,2033.5402298850574,0.0,0.0
AD_0483,Video_Review,Retargeting Campaign,warm,Serum,7307,202,326256.0,175,25,0.0,0,0.027644724237032983,1615.1287128712872,0.0,0.0
AD_0484,Static_Catalog,Retargeting Campaign,warm,Sunscreen,13039,138,301499.0,114,11,0.0,0,0.01058363371424189,2184.7753623188405,0.0,0.0
AD_0485,Static_Catalog,Awareness Campaign,cold,Sunscreen,11005,97,294387.0,79,12,0.0,0,0.008814175374829623,3034.917525773196,0.0,0.0
AD_0486,Video_Review,Flash Sale Campaign,cold,Cleanser,14678,367,428953.0,293,17,365000.0,2,0.025003406458645593,1168.809264305177,0.8509090739544892,0.005449591280653951
AD_0487,Static_Catalog,Awareness Campaign,cold,Serum,15002,157,318306.0,137,7,2470000.0,9,0.010465271297160378,2027.4267515923566,7.75982859261214,0.05732484076433121
AD_0488,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,11305,164,440401.0,145,27,2440000.0,8,0.014506855373728438,2685.371951219512,5.540405221604855,0.04878048780487805
AD_0489,Video_Review,Flash Sale Campaign,cold,Cleanser,16793,340,386073.0,292,52,1257000.0,4,0.02024653129280057,1135.5088235294118,3.2558609382163475,0.011764705882352941
AD_0490,Static_Catalog,Retargeting Campaign,warm,Moisturizer,13185,139,154195.0,121,17,354000.0,1,0.010542282897231702,1109.31654676259,2.2957942864554624,0.007194244604316547
AD_0491,Video_Review,Awareness Campaign,cold,Serum,12279,255,272502.0,220,41,0.0,0,0.02076716344979233,1068.6352941176472,0.0,0.0
AD_0492,Static_Catalog,Flash Sale Campaign,cold,Serum,18815,212,153592.0,189,11,670000.0,4,0.011267605633802818,724.4905660377359,4.362206364914839,0.018867924528301886
AD_0493,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,8716,102,343767.0,82,11,0.0,0,0.011702615878843506,3370.264705882353,0.0,0.0
AD_0494,Video_Review,Awareness Campaign,cold,Moisturizer,15551,279,212669.0,247,20,0.0,0,0.01794096842646775,762.2544802867384,0.0,0.0
AD_0495,Video_Review,Flash Sale Campaign,cold,Serum,9504,170,393561.0,143,14,0.0,0,0.017887205387205386,2315.064705882353,0.0,0.0
AD_0496,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,12558,125,322820.0,107,9,1115000.0,4,0.009953814301640388,2582.56,3.4539371786134687,0.032
AD_0497,Static_Catalog,Flash Sale Campaign,cold,Serum,15869,235,147111.0,191,11,407000.0,2,0.014808746612893062,626.0042553191489,2.766618403790335,0.00851063829787234
AD_0498,Video_Review,Retargeting Campaign,warm,Serum,11591,286,479653.0,244,18,0.0,0,0.024674316279872315,1677.1083916083917,0.0,0.0
AD_0499,Static_Catalog,Awareness Campaign,cold,Sunscreen,9462,100,356674.0,80,12,130000.0,1,0.01056859015007398,3566.74,0.3644784873582039,0.01
AD_0500,Video_Review,Retargeting Campaign,warm,Moisturizer,12982,319,242867.0,263,38,0.0,0,0.02457248497920197,761.3385579937304,0.0,0.0
AD_0501,Static_Catalog,Retargeting Campaign,warm,Serum,14677,130,297415.5,107,13,0.0,0,0.008857395925597875,2287.8115384615385,0.0,0.0
AD_0502,Video_Review,Flash Sale Campaign,cold,Sunscreen,6939,178,140863.0,159,9,0.0,0,0.025652111255224097,791.3651685393259,0.0,0.0
